Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,RLR,pos_adj,xWAR
Pedro Santiago,AA,SAL,3B,100,24,83,77,43,25,24,27,35,54,62,62,53,71,56,0,$38K  37500,Salem Sultans of SoWhat,6880,0.22699068260054128,0.28030534804223384,0.28533297945458247,451.10928857978433,883.6081944704056,0.8774919999999997,43.40037726796485,59.11602666796521,-93.37207787487976,-2.229380111201956,-0.3721485621054322,-0.23980167185167323,0.0,0.09946826572530444,0.5656383274968163,15.03697628599281,1.5151032141124923,-7.991535171665824
Perry Thurman,HiA,SAL,RF,100,22,75,91,62,23,23,28,22,60,87,57,27,58,39,23,$27K  26250,Salem Sultans of SoWhat,6880,0.2325106168391904,0.28022836158369663,0.30172237349290254,430.79513876046985,826.9436374232173,0.7030433333333334,47.29951494681203,55.76142433963534,-93.44021026577032,3.043256504499291,-1.9585327039607185,-4.630540882390307,-0.7291400002492313,0.09976703639375518,0.5819507350765991,14.359837958682329,-4.253825295386921,-8.55921335956804
Phil Hill,HiA,SAL,SS,100,25,87,80,30,0,23,37,13,63,65,76,68,85,78,0,$38K  37500,Salem Sultans of SoWhat,6880,0.2191639432963458,0.25572365626527654,0.20729797606809813,433.6408392339945,897.1255623642355,0.8056075000000003,19.770127123797046,35.03339436308877,-143.53028501755387,-1.139665660663377,-0.5618767899243897,-0.4744164595326853,0.4146522822080553,0.09946981502406306,0.4630216323333747,14.45469464113315,4.614843427799566,-12.707048159152107
Ralph Simpson,AA,SAL,2B,100,21,88,85,17,20,21,16,43,41,61,66,45,58,55,12,$38K  37500,Salem Sultans of SoWhat,6880,0.21268514004191025,0.2714005409285214,0.25166316120294846,431.843752511777,889.6100464854389,0.8460199999999999,31.87843906040556,54.7881899344231,-99.99802337476983,-1.4442030038360114,-1.0134070623276077,-1.1887969682057868,0.0,0.09910263874161064,0.5230637021314699,14.394791750392566,1.5253944555648815,-8.739561985587123
Reagan Lincoln,HiA,SAL,LF,100,23,90,66,22,50,19,17,39,16,45,50,42,57,45,7,$27K  26250,Salem Sultans of SoWhat,6880,0.21797467301847107,0.2738351942751108,0.33386042526068194,450.78930970747024,916.3068210128695,0.7226866666666669,49.99235492187339,60.42234132300173,-85.52980536122635,-3.2395365207758746,-2.954736346703038,-0.2321333183770856,0.07805873304739408,0.09892944931897109,0.6076956195357928,15.026310323582342,-4.713512453769905,-7.931010652996436
Ron Neugebauer,AA,SAL,LF,100,24,79,84,39,17,31,27,32,50,55,59,37,44,46,0,$38K  37500,Salem Sultans of SoWhat,6880,0.22759057607015365,0.27910226058991416,0.2681835059456811,429.6732228640467,853.3664509356022,0.8845433333333337,38.89402048353126,46.69482604297276,-124.35793288954956,-4.512727945157788,-0.9201551533305995,-0.5333316330620932,0.0,0.09897964688542306,0.5472857665355952,14.322440762134889,-4.389745117981493,-12.041479917814398
Ronn Gosselin,ML,SAL,CF,100,32,71,54,41,84,63,77,71,66,78,93,91,56,58,9,$5.7M  5700000,Salem Sultans of SoWhat,6880,0.2644879196434735,0.33007495162202527,0.4909303242036399,546.0978910662234,992.056397786364,0.9797939999999997,107.78479286882116,98.29595094131028,1.715143220970693,3.593657501747167,6.152830141454318,7.299386211729489,0.0,0.09886464746494784,0.8210052758256652,18.20326303554078,1.7010569235019959,3.2769268371947184
Roosevelt Dupra,LoA,SAL,LF,100,22,75,91,39,55,49,22,23,45,27,51,45,61,45,6,$27K  26250,Salem Sultans of SoWhat,6880,0.22823554808638263,0.27107671861408167,0.35462272993853905,429.9071337142959,857.7053829152137,0.9151000000000002,54.48590362496228,63.16425048989331,-71.88808008082533,-4.736394009215811,-2.590324808170368,-3.718969335468171,0.0,0.0998748090566416,0.6256994485526207,14.33023779047653,-4.412064726930112,-7.098144084116075
Salvador DuBose,ML,SAL,SS,100,27,86,73,86,68,63,42,55,64,63,86,76,72,75,0,$5.1M  5135000,Salem Sultans of SoWhat,6880,0.25588231719921867,0.31832278613146214,0.4309435904763006,574.0907648205757,1070.270950043574,0.9528833333333331,91.72087396610782,83.69472914653038,-11.43054712022309,-1.595764490686556,2.7875907573514374,1.6808595074573252,0.0,0.09855363670038532,0.7492663766077627,19.136358827352524,5.505509002281759,1.3401421697306193
Saul Rosado,AAA,SAL,SS,100,25,69,91,26,27,42,56,39,64,64,79,75,68,70,0,$55K  54500,Salem Sultans of SoWhat,6880,0.23618787160830296,0.2853473932779642,0.30139868899484584,441.5896774791181,860.8230016157031,0.890520833333333,50.33497465639861,63.95703478489913,-88.32892927568273,-0.6926777996330278,0.5086993481615881,0.9602973306323681,0.0,0.09942203954386532,0.5867460822728101,14.719655915970604,4.428101860163082,-6.945778393279467
Scott Hudson,AAA,SAL,C,100,26,74,76,27,22,18,11,49,28,61,6,15,65,52,44,$55K  54500,Salem Sultans of SoWhat,6880,0.2190137020147446,0.2851195152604026,0.2686339645447493,363.0216703377664,714.8588804099709,0.6933400000000001,39.48537855565568,63.48371355044673,-81.73627474292702,-2.1070825426105877,-2.147046092156382,-4.077689002175694,0.605614462281702,0.09955034194689251,0.5537534798051519,12.100722344592214,3.677257615277628,-7.271280278130874
Scott Leonard,ML,SAL,C,100,28,70,79,44,78,58,26,36,44,34,18,38,75,81,92,$1.0M  1045000,Salem Sultans of SoWhat,6880,0.23186604574730343,0.28146268484842124,0.4108691604758164,394.64015943557024,813.2234268318862,0.9932599999999999,72.69279852374943,72.74436414817364,-43.841032983782256,-4.389949074266879,-0.5949916059928201,4.2177230739895855,4.356058848802228,0.09962504191906664,0.6923318453242376,13.154671981185675,4.183248080410937,-2.6886002452116693
Scott Siegrist,LoA,SAL,LF,100,20,67,76,1,15,15,9,28,49,83,62,41,44,38,0,$27K  26250,Salem Sultans of SoWhat,6880,0.20214238667097745,0.2517629259022993,0.2388504771102481,343.5259991697967,689.5210207588971,0.8317500000000001,21.068251072946204,39.219225585029974,-184.45874190994903,1.5085625253567818,-11.43831359622252,-17.845699366243032,0.0,0.09921349636686973,0.4906134030125474,11.450866638993224,-3.546918831064285,-19.441525910500673
Simon Kelly,HiA,SAL,2B,100,21,72,64,21,2,16,13,27,32,51,59,44,63,55,13,$27K  26250,Salem Sultans of SoWhat,6880,0.2094405599350107,0.2594364539516297,0.20136641012311546,337.2745335409418,706.4299541674554,0.9218599999999999,16.90669552853118,25.184737986107894,-195.43227788562285,-3.5760604702991636,-3.4518973113154403,-1.1265984096562458,0.0,0.09903515416925547,0.46080286407474513,11.242484451364724,1.2112996470635382,-18.916332967660697
Sticky Perry,AAA,SAL,DH,100,23,69,62,43,56,55,56,60,33,32,0,15,61,55,47,$55K  54500,Salem Sultans of SoWhat,6880,0.25951102339687887,0.32579148587139173,0.4042730432810675,427.4024433000013,787.4726704396307,0.6709899999999999,85.52001307816731,84.44170490973303,-22.742690298508748,-4.12826310395664,-0.3199029651239489,-2.4866174418007136,-1.2966871087489809,0.099588190532527,0.7300645291524592,14.246748110000045,-9.45183246412451,-2.4756634201124204
Tony Canseco,ML,SAL,C,100,30,98,99,49,93,75,79,82,55,42,7,32,85,78,40,$7.4M  7400000,Salem Sultans of SoWhat,6880,0.2780245009024763,0.3529822234145569,0.5172552016131324,625.0951983593404,1150.4339675530791,0.6296299999999998,121.5663260475199,97.30444723537705,31.89417329440583,-6.635469126567482,-0.2367475436725018,2.4844294704126426,3.2553259261054506,0.10021471682528972,0.8702374250276893,20.836506611978013,5.917870203462342,5.492789441030714
Travis Matthews,AA,SAL,C,100,23,70,83,47,47,44,23,33,42,26,24,39,67,72,76,$38K  37500,Salem Sultans of SoWhat,6880,0.22822196845116433,0.27813779591004045,0.32551447263763644,372.30682938173413,786.0052475035191,0.97309,52.00237718415932,58.04992009268235,-94.1970793639766,-4.929027293400249,-0.8473515233252431,1.184871688650181,1.481510196718167,0.09952558983758099,0.6036522685476768,12.410227646057805,4.04323686987407,-8.213130496971692
Trot Knapp,ML,SAL,2B,100,30,85,56,65,38,77,57,43,57,87,84,78,51,63,2,$327K  327000,Salem Sultans of SoWhat,6880,0.2593398225717931,0.3116067035387198,0.3706731290309031,556.6460682563484,1043.0575810968876,0.9482999999999993,76.48364178329261,78.14325136741684,-49.45338404106764,3.6130341372148767,1.8476441973541045,1.7120039540110095,0.0,0.09796391618845991,0.6822798325696229,18.55486894187828,1.7885075121688743,-2.3972806870279526
Vidal Cantu,AAA,SAL,SS,100,31,84,71,35,0,8,43,17,70,23,84,86,80,93,0,$79K  79000,Salem Sultans of SoWhat,6880,0.21837143398190323,0.25560730756550004,0.18754477762831503,409.6019045431167,893.3089641444385,0.9789099999999996,15.667189805004947,9.774080347485222,-156.8022943794729,-5.99204937467784,3.0196375783103115,2.528674079001148,0.13821742740268508,0.09905565279012553,0.4431520851938151,13.65339681810389,4.595210720907605,-14.313861548050674
Vinny Gross,HiA,SAL,2B,100,21,70,87,27,23,19,14,17,46,54,58,38,57,42,3,$27K  26250,Salem Sultans of SoWhat,6880,0.2120682776442626,0.2547951645396211,0.2623272565274738,364.93550430517644,742.2428570147604,0.8286999999999997,28.128004900173018,35.30114786086988,-164.14893019333505,-3.319790317070947,-3.2012657600586376,-3.5507536483755477,0.4146522822080553,0.09968024498783525,0.5171224210670948,12.164516810172547,1.2727072308209197,-15.882672664035775
Wascar Peralta,LoA,SAL,DH,100,23,81,70,3,40,16,11,53,13,40,22,19,25,22,5,$27K  26250,Salem Sultans of SoWhat,6880,0.2155494601288575,0.2817341861105522,0.309335702627093,402.67606030777097,807.9197105495259,0.54324,44.622380445064245,67.06103874618839,-76.24975323592476,-4.591619848334074,-12.406441941928668,-12.354521668378865,-10.472435935916957,0.0988388433394768,0.5910698887376451,13.422535343592365,-9.697253041575243,-9.017718997804831
Yorvit Arencibia,AAA,SAL,SS,100,32,77,90,44,43,50,51,37,65,97,78,84,75,76,5,$82K  82000,Salem Sultans of SoWhat,6880,0.23937290800761965,0.2876926800047982,0.35488292617818606,508.73785938695073,967.7195601649582,0.9758899999999994,64.00670836486874,75.00498534423511,-70.94247391618194,6.9182030394511935,1.5754730621868662,1.5988508453402006,0.0,0.09907755343709614,0.6425756061829843,16.95792864623169,4.977981276568715,-4.080926848685181
Yunel Abad,AAA,SAL,SS,100,29,67,88,0,0,73,37,52,59,66,89,88,92,91,7,$74K  74000,Salem Sultans of SoWhat,6880,0.2230114821715265,0.2801137478149973,0.2086032219085149,391.103951793164,775.2961039245129,0.9750399999999992,28.539283353188274,46.64798411305455,-128.17749521478828,-0.855775183814674,3.8076486511426166,-1.9616613065164308,0.0,0.09943191796599894,0.4887169697235122,13.036798393105467,3.9881486827392636,-11.487004139355324
Zeus Liverman,ML,SAL,3B,100,32,82,82,50,53,66,83,65,65,81,78,80,86,75,16,$4.5M  4460000,Salem Sultans of SoWhat,6880,0.26868024877070296,0.33216548008601243,0.4146956506713966,569.1758509874344,1046.8340888284147,0.9708233333333327,93.25897558131742,92.96412243373281,-13.558217267668708,4.073349030036692,1.0523372928310775,1.1231658445867088,0.0,0.09963215098076507,0.746861130757409,18.972528366247815,1.7949830055356906,1.2503781548656343
Adam Blank,AAA,SD,RF,100,32,82,53,60,62,65,54,56,72,48,52,48,62,59,12,$82K  82000,San Diego Cloud,6865,0.2614671888568804,0.3233032008538245,0.4237882793508362,521.8047094736248,957.0197033863515,0.9756866666666663,90.3424041894546,79.81572249101058,-13.059148005805655,-5.053128626315874,0.8538031448535826,1.2301278289614441,0.0,0.09926585148030899,0.7470914802046607,17.393490315787496,-4.922940861040902,-0.4446439134061816
Albert Crespo,LoA,SD,SS,100,22,80,95,9,43,19,17,21,38,24,54,51,63,57,14,$27K  26250,San Diego Cloud,6865,0.20643058946311085,0.24780801142675665,0.28864310719212466,390.1678341291845,846.0449626110494,0.914426,31.247662343369065,45.45818063954924,-160.13634738532107,-3.3626569304605947,-2.542464071302501,-1.8535086121683955,0.0,0.09974632520578343,0.5364511186188813,13.005594470972817,4.352083141003341,-14.916359701264104
Amir Gonzales,HiA,SD,C,100,23,84,65,50,51,63,59,64,55,12,39,48,55,69,54,$27K  26250,San Diego Cloud,6865,0.25945566411651744,0.3246997880942562,0.37423047667773235,487.57161798980087,968.8390882350504,0.9504839999999994,79.65361109043492,75.53377560443653,-33.84070085625717,-5.042609457256703,-0.024062292469922465,0.9261289584262156,1.7632541244488777,0.09914086534234702,0.6989302647719886,16.252387266326696,4.98374016581816,-1.6853105337516265
Andres Figureoa,ML,SD,CF,100,33,70,78,84,29,67,51,73,46,71,85,90,63,49,1,$4.7M  4700000,San Diego Cloud,6865,0.2658842349243381,0.340583954410031,0.3488766914247594,527.8552509117872,954.9187488779426,0.9487099999999997,79.54000139346367,75.36295276136623,-45.033484696488266,-0.36326278802782874,3.192895858861868,3.545966905519473,0.0,0.09879643352877356,0.6894606458347904,17.595175030392905,1.6373778272941402,-2.2796850969551468
Arthur Moore,HiA,SD,LF,100,23,75,89,27,32,27,25,41,65,74,53,45,42,43,7,$27K  26250,San Diego Cloud,6865,0.22329592248404065,0.2791859708937776,0.30434577182341416,432.87135734129697,842.5912369452417,0.8892,45.86103868751574,60.016252537917374,-114.03027853557738,1.9010599954980547,-1.467261969801859,0.10793285431192566,0.0,0.09933487770439133,0.5835317427171918,14.429045244709899,-4.334317062475524,-10.27315035412034
Bingo Savery,RL,SD,SS,100,19,52,59,44,44,39,46,40,34,86,75,54,74,59,6,$8K  7650,San Diego Cloud,6865,0.2399071933626467,0.2947717549612013,0.3670871592124687,383.7844927441329,684.0410650875419,0.8992499999999995,68.2405266116189,73.83259096527428,-64.95124356329798,1.772355614002857,0.3397712150594828,-0.18991439282432426,0.0,0.0990037939406513,0.6618589141736699,12.79281642480443,3.518729758680771,-4.742888209024898
Bradley Erving,ML,SD,SS,100,35,71,83,45,53,47,48,33,43,57,83,87,80,94,0,$3.2M  3200000,San Diego Cloud,6865,0.23439386302147336,0.27969813445534647,0.36044285271250764,465.2649819832295,916.5679117869586,0.9773399999999994,63.25382375856183,59.33487569626799,-91.47846962862755,-3.2069822763453715,2.5641554714179042,2.7763865598556263,0.0,0.09847726190463181,0.6401409871678541,15.508832732774318,4.7148555133074,-7.225149903691006
Buster Mann,RL,SD,CF,100,21,79,69,5,0,16,18,22,49,80,60,36,40,30,9,$8K  7650,San Diego Cloud,6865,0.2092081000921697,0.2548841361111962,0.20899541364874827,373.23664859496057,767.7928593140095,0.6307800000000001,15.73665677924195,32.74369966503746,-193.20067975882117,1.3557814367575258,-8.955333998543026,-13.398103641358006,0.0,0.09929761831852847,0.4638795497599445,12.44122161983202,1.3165172484808119,-19.299748235940932
Christian Williamson,AA,SD,2B,100,24,69,85,31,34,22,21,36,45,49,49,41,37,40,1,$38K  37500,San Diego Cloud,6865,0.2215134763848476,0.2751661763733862,0.30174113833503224,396.6408971147612,786.3723304122686,0.8496999999999997,43.44968914094401,50.72984796569584,-129.01769036412367,-3.920620451207682,-1.9469660554873134,0.5410308192427192,0.0,0.0990344315939048,0.5769073147084185,13.221363237158705,1.348375052147237,-11.875806281088282
Clint Jacobsen,AAA,SD,C,100,29,60,79,86,59,33,31,34,49,51,7,33,75,62,46,$55K  54500,San Diego Cloud,6865,0.2466051561069576,0.30052148006669555,0.39670732548567844,406.4857556996867,748.9121667705476,0.6891699999999994,75.75503082013942,72.26230211945766,-35.747056889278994,-4.8629144761708,0.01776526764426689,1.8584824078057918,3.9421787261893484,0.09974963007669903,0.697228805552374,13.549525189989557,3.8524288414122814,-2.1518138909010713
Corky Harding,LoA,SD,C,100,22,83,97,51,32,28,23,46,35,26,10,23,64,66,62,$27K  26250,San Diego Cloud,6865,0.23094856425894533,0.292379835685996,0.2923689545436249,418.17495273798704,867.8772742468864,0.9509199999999999,48.71663531031712,62.004715021207105,-88.16990335424241,-5.80490040152362,-0.9768915118656094,-3.0934472968140216,-0.24676012400019093,0.09954886815802201,0.5847487902296209,13.939165091266235,4.464389270817317,-7.928593650724752
Damian Schoeneweis,AAA,SD,3B,100,26,82,86,34,23,24,37,49,82,86,64,50,44,44,0,$55K  54500,San Diego Cloud,6865,0.23219896957044697,0.29291411590531435,0.2963238326299985,479.0161080211401,913.8900305777788,0.8554933333333332,49.52544927800094,69.15473262691833,-58.85260562122866,6.062018554996205,1.1943285997570576,0.37115697498991745,0.0,0.09940299622365746,0.5892379485353129,15.96720360070467,1.567026801402227,-3.5160699067814605
Davey Bueno,HiA,SD,1B,100,21,76,62,24,44,13,20,36,32,19,51,31,56,46,7,$27K  26250,San Diego Cloud,6865,0.21878921527045314,0.27313299891765574,0.313906065240913,378.3650581324473,773.8470400907099,0.7798533333333334,45.36788826534079,51.234212464143454,-92.0705955267608,-3.598379342279464,-2.822700537303031,-1.1002532889211516,0.0,0.09934664935252403,0.5870390641585688,12.612168604414911,-6.63449108445396,-9.150856002917383
David Walsh,AA,SD,C,100,27,82,49,45,6,25,20,19,72,83,68,53,44,50,19,$38K  37500,San Diego Cloud,6865,0.22090226900762167,0.264429292884514,0.23620499471933923,415.70132926944643,839.3936834223568,0.8571599999999997,27.61913664032958,43.69639315752911,-194.05201976782394,3.8664953368672177,-1.6244323657328044,-1.2575128948033991,0.0,0.09859623242635752,0.5006342876038532,13.856710975648214,4.317868741884552,-17.463681303806872
Donnie Allen,HiA,SD,1B,100,20,65,71,11,33,20,18,32,47,39,59,38,41,32,5,$27K  26250,San Diego Cloud,6865,0.21394942485920349,0.26450581219955877,0.2870215769714543,344.6227210946381,699.7678783768788,0.7198799999999999,35.60170056850669,47.05984413809777,-156.10393047105035,-4.044845353973682,-0.7393379766764101,1.1465775943958294,0.0,0.09954708933918045,0.5515273891710131,11.487424036487937,-5.99938167332715,-15.472650537203636
Donnie O'Donnell,RL,SD,LF,100,20,84,37,16,2,13,18,20,36,77,55,42,39,36,6,$8K  7650,San Diego Cloud,6865,0.21263950750965888,0.2576476765844829,0.2181786147415593,386.9251654194668,793.5887436103076,0.6796700000000001,19.435376243251575,23.19455481883563,-215.70807439019268,0.6539625429485534,-3.7306966527304706,-5.029004323488186,0.0,0.09841287750140072,0.4758262913260422,12.897505513982226,-4.082246623509812,-21.293630590415223
Doug Cook,LoA,SD,2B,100,20,67,88,12,20,8,10,25,44,50,66,44,65,51,8,$27K  26250,San Diego Cloud,6865,0.20206175578395072,0.2498917550988433,0.23674137053412075,330.27818435709924,693.9847652791068,0.8977900000000001,20.486357574402554,28.310983433021345,-178.92934390472487,-3.2371621128745804,-1.1966130822001388,-0.8056586209347628,0.0,0.0997688736021566,0.486633125632964,11.009272811903308,1.189960159943599,-17.212157914437423
Elian Espinosa,AA,SD,2B,100,24,84,72,20,19,17,16,32,45,81,55,33,37,33,12,$38K  37500,San Diego Cloud,6865,0.2148810176337122,0.26768286910158434,0.26495296540096513,420.2396756494418,845.4511300576851,0.6477066666666665,32.70523771043421,50.16862113406995,-134.70377044896816,1.6942866709249926,-1.7399180352949195,-1.4490931596247605,0.0,0.09895190694049706,0.5326358345025495,14.007989188314728,1.4496761489329306,-11.994069917510219
Ernie Mahay,---,SD,SS,100,28,88,63,20,10,17,10,17,53,32,65,54,71,64,5,$54K  53750,San Diego Cloud,6865,0.20522533191715484,0.24680305752454218,0.2046317110466746,385.1480928193778,832.978455604054,0.9180566666666664,13.479601018415034,31.67124142220272,-197.99893908159888,-3.4699680237333865,-1.405167452523774,-2.8239434917483788,0.5528697096107403,0.09934792489337742,0.4514347685712168,12.838269760645925,4.284868598786286,-18.864785024140055
Ewell House,RL,SD,C,100,23,79,58,16,26,14,20,35,16,12,5,10,48,26,20,$8K  7650,San Diego Cloud,6865,0.22308824727282495,0.27826498294191937,0.27440089700815856,358.5225044172257,735.0854352880269,0.60819,36.47046936366727,54.13054091843944,-148.51072179398338,-4.440338413019584,-4.599581137722162,-3.1684568596533205,-3.990739701737184,0.0997642609215156,0.5526658799500779,11.950750147240859,3.7813036794651596,-14.149614713001176
Gabby Hundley,AA,SD,LF,100,28,81,88,40,22,34,54,40,61,81,76,58,46,52,15,$38K  37500,San Diego Cloud,6865,0.24062845888487794,0.29321968439508567,0.3027924432045371,484.77906638383865,952.0726436823606,0.9108999999999994,52.89773201202528,60.70477069326364,-83.59473438181878,2.768110268397604,1.0609871790983438,0.7360705626193638,0.0,0.09899725685653284,0.5960121275996227,16.15930221279462,-4.897493023057411,-6.93723065729969
Garrett Moss,AAA,SD,2B,100,32,58,54,53,50,52,42,67,67,63,63,65,44,56,12,$55K  54500,San Diego Cloud,6865,0.24878189792978622,0.318881942791441,0.38089567920085626,433.0084782866761,779.6547835171223,0.8900099999999996,78.33172778650673,83.63682368499485,-26.678168481809568,-0.4626378654558734,-0.1932821623979754,0.5249709885294986,0.0,0.0985526388610062,0.6997776219922973,14.433615942889205,1.3368566246864235,-1.0931012027430653
Glen Buckley,ML,SD,2B,100,30,75,83,70,36,57,65,75,60,72,85,63,55,64,0,$500K  500000,San Diego Cloud,6865,0.2660137460272288,0.3411936723354042,0.3708087580410384,537.4377617295831,977.0978268701583,0.9753599999999998,85.97631616330959,75.97163491316172,-52.03265948788555,0.14823414512134014,1.2801487154141638,1.8423522738419766,0.0,0.09855257042334888,0.7120024303764426,17.914592057652772,1.675407796416595,-3.069256280140929
Henderson Rolls,ML,SD,SS,100,30,79,88,35,38,44,42,77,50,57,85,87,91,88,0,$4.2M  4200000,San Diego Cloud,6865,0.23679320712180416,0.3124925155000655,0.3209257907338302,492.8326450008899,943.7211310621351,0.976535,63.90315139170756,61.357716170347565,-72.48157707689025,-3.3660769423031183,3.435370106163423,3.656601630016059,0.0,0.0991323586565024,0.6334183062338957,16.427754833362997,4.854532567192053,-5.131080749514823
Henry McKinney,HiA,SD,LF,100,22,74,76,23,23,25,35,8,58,83,73,56,35,46,5,$27K  26250,San Diego Cloud,6865,0.2185386558843911,0.25106914851524686,0.2798709804706647,411.9350122055039,841.8300305269659,0.8612300000000002,32.4661285915577,54.772538821859996,-125.8349928875135,2.031621121041947,-0.2623865672009711,-2.11127994272499,0.8293045644161104,0.09870820113400004,0.5309401289859116,13.731167073516797,-4.330401391599619,-11.743403277988586
Hi Sherman,ML,SD,1B,100,34,80,72,87,39,60,59,86,18,41,30,36,33,42,15,$3.3M  3300000,San Diego Cloud,6865,0.27895719793492724,0.3644561896418118,0.3905599362259918,547.3081846842542,993.6567964460701,0.8388999999999999,96.20435589434832,74.52656999434073,-6.135903997096745,-7.991073474907048,0.6168340114490698,1.6485959687683023,-0.23652707595803524,0.09802120511420544,0.7550161258678036,18.24360615614181,-8.51900545649923,-0.2775528275505596
J.T. Martin,AAA,SD,SS,100,22,88,27,20,34,48,47,27,66,86,84,69,55,56,0,$55K  54500,San Diego Cloud,6865,0.23397361674842546,0.27610094435877647,0.3275704879967843,480.1690515084192,933.2574241738766,0.5368013333333331,52.86165081377161,65.59035734664978,-86.04306466054581,4.384398619165569,-0.14712636344257468,0.8824463588729268,0.0,0.09854064352810855,0.6036714323555608,16.005635050280638,4.800706914474675,-6.044347867741169
Jason Woods,ML,SD,3B,100,24,89,99,70,82,86,75,70,66,64,75,82,83,82,12,$2.0M  1960000,San Diego Cloud,6865,0.27483008164675804,0.34065402050954785,0.4890439179016626,637.5619917456061,1175.942186003551,0.979814666666667,112.97138503792716,103.33187704876768,28.83968589551816,-0.601879197973952,3.1991374640265833,2.7354338928390693,0.0,0.0993684519705177,0.8296979384112104,21.252066391520202,2.016361772982769,5.46700322492519
Jayson Carver,ML,SD,RF,100,29,90,66,36,82,37,69,57,48,0,63,49,65,61,1,$1.1M  1060000,San Diego Cloud,6865,0.25566776182624507,0.3154004222755886,0.45070386126129913,529.8754555955529,1035.3512246720493,0.7860766666666666,92.50430935789386,77.52440343630178,-12.346612427867154,-4.352651524248836,1.4895614210044175,2.4427626071808577,0.0,0.09958280123072218,0.7661042835368878,17.66251518651843,-5.325880785350048,-0.1935028736012957
Jeromy Brantly,HiA,SD,2B,100,24,79,84,20,19,20,27,35,57,80,70,56,47,44,6,$27K  26250,San Diego Cloud,6865,0.2179964434706226,0.26983403879135137,0.2644151373033932,429.194484654814,861.0503138694912,0.8442400000000001,34.1301079496557,56.20065099092063,-104.84458208114691,2.0750303983567964,-0.608599444058755,-0.14650029273546705,0.0,0.09921205363178633,0.5342491760947445,14.306482821827133,1.4764237206266997,-8.782126324931092
Joba Jennings,AAA,SD,C,100,32,95,73,42,32,51,42,59,43,29,13,18,66,66,40,$55K  54500,San Diego Cloud,6865,0.24843430399138577,0.31570302972657793,0.3204764103107195,487.27357973717153,956.1223090961576,0.6907799999999997,63.86144766565898,66.41861106652526,-48.7148972940127,-5.485227604145129,-0.25108938233782796,-1.331942804328107,0.7065172721783763,0.0994088565418544,0.6361794400372974,16.242452657905716,4.9183246352683,-3.464273128499964
Joe Beckham,AA,SD,3B,100,26,82,62,37,59,38,36,36,45,19,59,51,55,59,8,$38K  37500,San Diego Cloud,6865,0.2337346117603512,0.28348551768503133,0.36822400771324826,453.2728930078447,913.1682713739574,0.8654916666666663,62.85706480778075,71.41692327056678,-48.122652504894795,-4.637101856746901,0.9670071901772112,1.0467893134111375,0.0,0.09897416331631138,0.6517095253982796,15.109096433594821,1.5657892170335348,-3.5314786115355346
Kevin Simms,AAA,SD,SS,100,30,89,99,69,35,68,49,59,70,70,90,77,63,59,7,$76K  76000,San Diego Cloud,6865,0.2560424855622838,0.32006980060651913,0.3473365009067823,573.626701593399,1091.9182272776961,0.9768624999999999,72.73816837526878,73.18079452695767,-60.81667991445568,0.48192265689683517,3.8845258280706294,3.4660538604548274,0.0,0.09920935302915058,0.6674063015133014,19.120890053113303,5.616863309041647,-3.238469823905495
Kyle Tremie,LoA,SD,RF,100,21,79,90,15,31,22,16,25,45,55,54,35,40,35,0,$27K  26250,San Diego Cloud,6865,0.21261304663322853,0.2590582286721348,0.28407929648286373,407.36740960367024,831.8584194974974,0.8139633333333333,33.57263964023927,45.520398544484934,-143.41597036595036,-2.8853329519374498,-3.4783230585842504,-5.231471570849858,0.0,0.09938088419556625,0.5431375251549986,13.578913653455675,-4.279107096180542,-14.335622675486741
Larry Newson,HiA,SD,C,100,23,71,88,59,61,68,47,93,14,39,10,21,60,63,38,$27K  26250,San Diego Cloud,6865,0.26518193073749385,0.35456365549139923,0.42462637202741127,486.6980037158355,874.3849564250559,0.6442699999999999,100.16599888388787,88.04632036020811,16.444830649531173,-5.288789595433448,-0.12487852335619677,-1.394100453202493,-0.6499694542426543,0.09885625605937566,0.7791900275188105,16.223266790527852,4.497865002186502,3.072380679041686
Lewis Allen,LoA,SD,RF,100,24,78,71,7,33,17,13,13,33,36,46,39,53,49,10,$38K  37500,San Diego Cloud,6865,0.20475040262678756,0.24281700013189797,0.27017826481900986,361.7011677287519,777.1771359909326,0.7859799999999999,25.370535413029337,38.74332677789964,-177.49859186913127,-3.402168552899519,-7.339111764034404,-6.375618403398658,0.5528697096107403,0.099269033714959,0.5129952649509079,12.056705590958396,-3.9978247736159083,-18.0632834878439
Louis Rooney,LoA,SD,RF,100,22,83,66,14,0,9,17,34,60,72,45,22,48,41,4,$27K  26250,San Diego Cloud,6865,0.21326245855933562,0.2686277117549589,0.21189820143385069,386.2738242354244,769.8985350942239,0.6502133333333332,21.441378510608537,24.92193275061642,-181.3986872607805,0.26338283904208676,-3.4086059887355775,-6.924297150680319,-3.5789570500183006,0.09937594869523782,0.4805259131888096,12.875794141180814,-3.960383410978518,-18.055894878285528
